date,Adj Close,Close,High,Low,Open,Volume
2025-02-17 00:00:00+00:00,96289.2890625,96289.2890625,96414.9609375,96092.5078125,96137.8828125,0
2025-02-17 01:00:00+00:00,96508.5078125,96508.5078125,96508.5078125,96154.0703125,96319.5,0
2025-02-17 02:00:00+00:00,96187.4375,96187.4375,96586.1484375,96187.4375,96510.25,19106816
2025-02-17 03:00:00+00:00,96230.0546875,96230.0546875,96243.6875,96094.0625,96234.125,796747776
2025-02-17 04:00:00+00:00,96094.65625,96094.65625,96249.453125,96061.578125,96217.7578125,391282688
2025-02-17 05:00:00+00:00,96241.78125,96241.78125,96314.7265625,95865.640625,96052.0234375,112130048
2025-02-17 06:00:00+00:00,96371.0546875,96371.0546875,96417.6328125,96243.546875,96252.8671875,1310777344
2025-02-17 07:00:00+00:00,96078.15625,96078.15625,96431.6875,95914.03125,96390.71875,566769664
2025-02-17 08:00:00+00:00,96156.5625,96156.5625,96293.5859375,95973.2890625,96080.671875,557676544
2025-02-17 09:00:00+00:00,96198.5,96198.5,96304.15625,96113.890625,96154.84375,188229632
2025-02-17 10:00:00+00:00,96137.0546875,96137.0546875,96387.421875,96073.6015625,96175.546875,0
2025-02-17 11:00:00+00:00,96065.359375,96065.359375,96277.875,96015.03125,96117.3828125,987707392
2025-02-17 12:00:00+00:00,96451.7578125,96451.7578125,96480.7109375,96058.3671875,96058.3671875,0
2025-02-17 13:00:00+00:00,96390.5859375,96390.5859375,96453.890625,96276.9140625,96453.890625,0
2025-02-17 14:00:00+00:00,96767.375,96767.375,96990.8515625,96403.953125,96403.953125,2005573632
2025-02-17 15:00:00+00:00,95600.3515625,95600.3515625,96886.78125,95600.3515625,96806.609375,385988608
2025-02-17 16:00:00+00:00,95394.640625,95394.640625,95936.0546875,95342.7734375,95675.4765625,2946060288
2025-02-17 17:00:00+00:00,95580.140625,95580.140625,95700.9140625,95327.359375,95343.5703125,107716608
2025-02-17 18:00:00+00:00,95334.546875,95334.546875,95757.546875,95281.796875,95567.6796875,1128994816
2025-02-17 19:00:00+00:00,95568.09375,95568.09375,95584.6171875,95243.546875,95328.78125,498837504
2025-02-17 20:00:00+00:00,96026.6015625,96026.6015625,96245.7578125,95539.1171875,95554.03125,497520640
2025-02-17 21:00:00+00:00,96386.9765625,96386.9765625,96386.9765625,95975.34375,96013.0625,0
2025-02-17 22:00:00+00:00,95936.9375,95936.9375,96403.34375,95866.609375,96403.34375,12853248
2025-02-17 23:00:00+00:00,95765.453125,95765.453125,96007.7578125,95738.75,95896.359375,0
2025-02-18 00:00:00+00:00,95595.15625,95595.15625,96014.375,95567.7734375,95774.21875,546478080
2025-02-18 01:00:00+00:00,96265.6796875,96265.6796875,96265.6796875,95613.6328125,95613.6328125,0
2025-02-18 02:00:00+00:00,96054.390625,96054.390625,96311.9375,96037.515625,96261.15625,685152256
2025-02-18 03:00:00+00:00,96192.21875,96192.21875,96284.421875,96046.2265625,96046.2265625,0
2025-02-18 04:00:00+00:00,96056.078125,96056.078125,96287.5390625,95987.5390625,96186.234375,538640384
2025-02-18 05:00:00+00:00,95592.453125,95592.453125,96084.9609375,95591.265625,96048.265625,0
2025-02-18 06:00:00+00:00,95306.8671875,95306.8671875,95631.125,95293.2734375,95598.0546875,1798959104
2025-02-18 07:00:00+00:00,95475.21875,95475.21875,95658.34375,95326.6484375,95342.8671875,62337024
2025-02-18 08:00:00+00:00,95228.6484375,95228.6484375,95524.640625,95146.3125,95446.0234375,195129344
2025-02-18 09:00:00+00:00,95702.375,95702.375,95707.28125,95206.3515625,95209.140625,0
2025-02-18 10:00:00+00:00,95733.3984375,95733.3984375,95839.5625,95621.875,95758.4375,0
2025-02-18 11:00:00+00:00,95607.7265625,95607.7265625,95746.25,95554.859375,95722.0546875,568115200
2025-02-18 12:00:00+00:00,96193.4375,96193.4375,96216.2265625,95606.1875,95620.4140625,148576256
2025-02-18 13:00:00+00:00,96216.2265625,96216.2265625,96364.7109375,96132.7890625,96173.6796875,668819456
2025-02-18 14:00:00+00:00,95646.015625,95646.015625,96695.375,95469.2890625,96211.0859375,399593472
