date,Adj Close,Close,High,Low,Open,Volume
2025-02-18 00:00:00+00:00,176.73516845703125,176.73516845703125,177.91551208496094,175.8290252685547,177.66079711914062,0
2025-02-18 01:00:00+00:00,178.1137237548828,178.1137237548828,178.13143920898438,176.63134765625,176.72933959960938,69531136
2025-02-18 02:00:00+00:00,178.12416076660156,178.12416076660156,178.32066345214844,177.50970458984375,178.11715698242188,24882688
2025-02-18 03:00:00+00:00,177.8784942626953,177.8784942626953,178.93267822265625,177.7757568359375,178.1212615966797,0
2025-02-18 04:00:00+00:00,175.76634216308594,175.76634216308594,177.92523193359375,175.6963348388672,177.88638305664062,0
2025-02-18 05:00:00+00:00,172.046630859375,172.046630859375,175.7660369873047,172.046630859375,175.7660369873047,0
2025-02-18 06:00:00+00:00,165.64956665039062,165.64956665039062,172.1712188720703,165.64956665039062,172.1712188720703,614022656
2025-02-18 07:00:00+00:00,166.1225128173828,166.1225128173828,168.0286102294922,164.2928466796875,165.4384002685547,258935808
2025-02-18 08:00:00+00:00,164.25274658203125,164.25274658203125,166.7554168701172,164.25274658203125,165.98756408691406,75435008
2025-02-18 09:00:00+00:00,169.1378936767578,169.1378936767578,169.42022705078125,163.80747985839844,163.80747985839844,363397120
2025-02-18 10:00:00+00:00,168.08447265625,168.08447265625,170.0246124267578,168.07774353027344,169.28878784179688,95137280
2025-02-18 11:00:00+00:00,168.50877380371094,168.50877380371094,168.98948669433594,167.98764038085938,168.03988647460938,75949568
2025-02-18 12:00:00+00:00,170.72698974609375,170.72698974609375,171.10939025878906,168.5775146484375,168.5775146484375,132856832
2025-02-18 13:00:00+00:00,169.8245391845703,169.8245391845703,170.65505981445312,168.89756774902344,170.65505981445312,92121600
2025-02-18 14:00:00+00:00,166.71026611328125,166.71026611328125,170.00396728515625,166.2009735107422,169.8504638671875,67049472
2025-02-18 15:00:00+00:00,166.13616943359375,166.13616943359375,167.11537170410156,164.91586303710938,166.76898193359375,5254144
2025-02-18 16:00:00+00:00,163.42816162109375,163.42816162109375,166.6156768798828,163.42816162109375,166.11387634277344,40416256
2025-02-18 17:00:00+00:00,163.2129364013672,163.2129364013672,163.83969116210938,161.32679748535156,163.31512451171875,202282496
2025-02-18 18:00:00+00:00,164.471435546875,164.471435546875,165.45767211914062,163.24008178710938,163.2643280029297,0
2025-02-18 19:00:00+00:00,165.42897033691406,165.42897033691406,165.42897033691406,163.3486328125,164.46847534179688,0
2025-02-18 20:00:00+00:00,164.37181091308594,164.37181091308594,166.20541381835938,164.1364288330078,165.3459930419922,34572800
2025-02-18 21:00:00+00:00,167.3451385498047,167.3451385498047,168.47129821777344,164.31199645996094,164.31199645996094,192820736
2025-02-18 22:00:00+00:00,167.676025390625,167.676025390625,169.3385467529297,167.22515869140625,167.45004272460938,85430272
2025-02-18 23:00:00+00:00,169.0670166015625,169.0670166015625,169.3209991455078,167.61990356445312,167.680419921875,29694464
2025-02-19 00:00:00+00:00,168.76068115234375,168.76068115234375,170.50686645507812,168.76068115234375,169.12022399902344,52811776
2025-02-19 01:00:00+00:00,168.09397888183594,168.09397888183594,168.7400665283203,167.47555541992188,168.7400665283203,22723072
2025-02-19 02:00:00+00:00,169.3123779296875,169.3123779296875,169.7511749267578,168.1381378173828,168.1381378173828,7425024
2025-02-19 03:00:00+00:00,167.42819213867188,167.42819213867188,169.2972412109375,167.23599243164062,169.2972412109375,17790976
2025-02-19 04:00:00+00:00,164.33212280273438,164.33212280273438,167.56121826171875,164.33212280273438,167.42454528808594,4307968
2025-02-19 05:00:00+00:00,166.93829345703125,166.93829345703125,166.93829345703125,164.1070098876953,164.26927185058594,0
2025-02-19 06:00:00+00:00,167.96405029296875,167.96405029296875,167.96405029296875,166.6229248046875,167.0088653564453,0
2025-02-19 07:00:00+00:00,169.23867797851562,169.23867797851562,169.58071899414062,167.9547119140625,167.97052001953125,0
2025-02-19 08:00:00+00:00,168.7941436767578,168.7941436767578,170.0123291015625,168.7941436767578,169.21435546875,0
2025-02-19 09:00:00+00:00,170.8397216796875,170.8397216796875,171.13490295410156,168.67835998535156,168.67835998535156,0
2025-02-19 10:00:00+00:00,172.18218994140625,172.18218994140625,172.18218994140625,170.661865234375,170.84051513671875,0
2025-02-19 11:00:00+00:00,173.993408203125,173.993408203125,174.054443359375,172.1172332763672,172.1172332763672,56179712
2025-02-19 12:00:00+00:00,171.92543029785156,171.92543029785156,174.01052856445312,171.9059600830078,174.01052856445312,0
2025-02-19 13:00:00+00:00,171.38963317871094,171.38963317871094,172.51153564453125,171.102783203125,171.83848571777344,0
2025-02-19 14:00:00+00:00,169.04287719726562,169.04287719726562,171.71910095214844,169.04287719726562,171.42410278320312,0
2025-02-19 15:00:00+00:00,169.4208526611328,169.4208526611328,171.10206604003906,168.47508239746094,169.0152130126953,0
2025-02-19 16:00:00+00:00,171.16856384277344,171.16856384277344,171.2051544189453,169.4991912841797,169.70913696289062,0
2025-02-19 17:00:00+00:00,170.864013671875,170.864013671875,172.76171875,170.80372619628906,171.23753356933594,0
2025-02-19 18:00:00+00:00,169.80035400390625,169.80035400390625,171.14697265625,169.7220001220703,170.82814025878906,0
2025-02-19 19:00:00+00:00,168.39111328125,168.39111328125,170.1279296875,168.38905334472656,169.78697204589844,0
2025-02-19 20:00:00+00:00,167.1427764892578,167.1427764892578,169.23876953125,166.99464416503906,168.50320434570312,0
2025-02-19 21:00:00+00:00,166.7571258544922,166.7571258544922,167.85494995117188,166.71368408203125,167.0581512451172,0
2025-02-19 22:00:00+00:00,167.95005798339844,167.95005798339844,168.3976287841797,166.738037109375,166.738037109375,0
2025-02-19 23:00:00+00:00,169.07041931152344,169.07041931152344,169.5431671142578,167.81173706054688,167.81173706054688,73878016
2025-02-20 00:00:00+00:00,170.05276489257812,170.05276489257812,170.08412170410156,167.88729858398438,169.02603149414062,0
2025-02-20 01:00:00+00:00,168.15921020507812,168.15921020507812,170.412353515625,168.10330200195312,169.96615600585938,0
2025-02-20 02:00:00+00:00,172.27670288085938,172.27670288085938,172.27670288085938,168.20689392089844,168.20689392089844,47371776
2025-02-20 03:00:00+00:00,172.58200073242188,172.58200073242188,172.59681701660156,170.995849609375,172.17771911621094,26475520
2025-02-20 04:00:00+00:00,172.88983154296875,172.88983154296875,174.3196563720703,172.5048065185547,172.5048065185547,19496448
2025-02-20 05:00:00+00:00,172.3430938720703,172.3430938720703,173.1269073486328,172.26885986328125,172.90684509277344,0
2025-02-20 06:00:00+00:00,171.73297119140625,171.73297119140625,172.46658325195312,171.4897003173828,172.33920288085938,0
2025-02-20 07:00:00+00:00,172.0647430419922,172.0647430419922,172.12478637695312,170.99810791015625,171.74288940429688,0
2025-02-20 08:00:00+00:00,172.2364044189453,172.2364044189453,172.40684509277344,171.1542205810547,172.0102081298828,0
2025-02-20 09:00:00+00:00,172.01133728027344,172.01133728027344,172.39894104003906,171.90432739257812,172.32421875,0
2025-02-20 10:00:00+00:00,173.8723907470703,173.8723907470703,173.8723907470703,172.0233917236328,172.0233917236328,0
2025-02-20 11:00:00+00:00,174.07431030273438,174.07431030273438,174.9868621826172,173.6133575439453,173.90882873535156,0
2025-02-20 12:00:00+00:00,173.4429473876953,173.4429473876953,174.71336364746094,173.4429473876953,174.0492401123047,0
2025-02-20 13:00:00+00:00,173.88922119140625,173.88922119140625,173.88922119140625,172.7615966796875,173.41116333007812,0
2025-02-20 14:00:00+00:00,172.8731231689453,172.8731231689453,176.3331298828125,172.83067321777344,173.97816467285156,116458240
2025-02-20 15:00:00+00:00,171.66143798828125,171.66143798828125,173.1401824951172,171.62489318847656,172.63308715820312,0
2025-02-20 16:00:00+00:00,171.93968200683594,171.93968200683594,173.12229919433594,171.55702209472656,171.6095733642578,48782336
2025-02-20 17:00:00+00:00,173.10610961914062,173.10610961914062,173.31292724609375,171.89410400390625,171.95582580566406,0
2025-02-20 18:00:00+00:00,174.5185089111328,174.5185089111328,174.97613525390625,173.48350524902344,173.48350524902344,6773248
2025-02-20 19:00:00+00:00,174.77911376953125,174.77911376953125,175.31040954589844,174.37930297851562,174.47979736328125,0
2025-02-20 20:00:00+00:00,174.52110290527344,174.52110290527344,175.831298828125,174.52041625976562,175.11671447753906,0
2025-02-20 21:00:00+00:00,173.59039306640625,173.59039306640625,174.74459838867188,173.3938446044922,174.5648193359375,18776576
2025-02-20 22:00:00+00:00,174.08908081054688,174.08908081054688,174.19187927246094,173.4583740234375,173.57003784179688,0
2025-02-20 23:00:00+00:00,176.03201293945312,176.03201293945312,176.37916564941406,174.16183471679688,174.16183471679688,0
2025-02-21 00:00:00+00:00,174.5472412109375,174.5472412109375,176.28424072265625,174.35528564453125,176.03797912597656,8907776
2025-02-21 01:00:00+00:00,174.57742309570312,174.57742309570312,174.63038635253906,173.60105895996094,174.4964141845703,7447552
2025-02-21 02:00:00+00:00,173.36111450195312,173.36111450195312,174.73838806152344,173.20147705078125,174.53350830078125,0
2025-02-21 03:00:00+00:00,173.2881622314453,173.2881622314453,174.32327270507812,173.2881622314453,173.43373107910156,0
2025-02-21 04:00:00+00:00,174.04896545410156,174.04896545410156,175.00482177734375,173.30039978027344,173.30039978027344,0
2025-02-21 05:00:00+00:00,175.09725952148438,175.09725952148438,175.3088836669922,174.06703186035156,174.06703186035156,29878784
2025-02-21 06:00:00+00:00,176.04019165039062,176.04019165039062,176.2209014892578,175.06932067871094,175.11717224121094,27928832
2025-02-21 07:00:00+00:00,175.73484802246094,175.73484802246094,176.5147247314453,175.62957763671875,175.93211364746094,39463680
2025-02-21 08:00:00+00:00,176.54771423339844,176.54771423339844,177.39671325683594,175.779541015625,175.779541015625,81908224
2025-02-21 09:00:00+00:00,177.7189483642578,177.7189483642578,179.80906677246094,176.48558044433594,176.52734375,262905856
2025-02-21 10:00:00+00:00,179.47970581054688,179.47970581054688,179.74781799316406,177.41415405273438,177.69894409179688,11437824
2025-02-21 11:00:00+00:00,177.26060485839844,177.26060485839844,179.47506713867188,177.2290802001953,179.47506713867188,0
2025-02-21 12:00:00+00:00,178.0615692138672,178.0615692138672,178.28350830078125,176.89207458496094,177.22640991210938,16068864
2025-02-21 13:00:00+00:00,180.00177001953125,180.00177001953125,180.24514770507812,177.9653778076172,178.1018829345703,64688640
2025-02-21 14:00:00+00:00,177.6366729736328,177.6366729736328,180.0625457763672,176.971435546875,180.0608367919922,0
2025-02-21 15:00:00+00:00,173.0990753173828,173.0990753173828,178.44703674316406,171.93231201171875,177.62136840820312,334504448
2025-02-21 16:00:00+00:00,174.63449096679688,174.63449096679688,175.27906799316406,172.982177734375,173.17037963867188,214727680
2025-02-21 17:00:00+00:00,171.56346130371094,171.56346130371094,175.12356567382812,171.1622772216797,174.66346740722656,188149760
2025-02-21 18:00:00+00:00,171.78012084960938,171.78012084960938,172.03857421875,171.22348022460938,171.62794494628906,53971968
2025-02-21 19:00:00+00:00,168.51609802246094,168.51609802246094,171.74717712402344,168.51609802246094,171.74717712402344,133154816
2025-02-21 20:00:00+00:00,168.8867645263672,168.8867645263672,169.50750732421875,168.50338745117188,168.50338745117188,59808768
2025-02-21 21:00:00+00:00,168.09571838378906,168.09571838378906,169.6847686767578,167.35621643066406,169.27694702148438,0
2025-02-21 22:00:00+00:00,168.66262817382812,168.66262817382812,168.82371520996094,167.5184783935547,168.0413818359375,40897536
2025-02-21 23:00:00+00:00,168.8887176513672,168.8887176513672,169.12313842773438,168.08876037597656,168.66656494140625,11486720
2025-02-22 00:00:00+00:00,170.94044494628906,170.94044494628906,170.94044494628906,168.39808654785156,168.8920135498047,35827712
2025-02-22 01:00:00+00:00,172.00633239746094,172.00633239746094,172.6349639892578,170.6613311767578,170.84788513183594,54392320
2025-02-22 02:00:00+00:00,170.9076690673828,170.9076690673828,171.9378204345703,170.6053466796875,171.9378204345703,0
2025-02-22 03:00:00+00:00,170.42955017089844,170.42955017089844,171.3129119873047,169.9527587890625,170.96437072753906,0
2025-02-22 04:00:00+00:00,171.61692810058594,171.61692810058594,171.6739501953125,170.28024291992188,170.43231201171875,0
2025-02-22 05:00:00+00:00,172.01486206054688,172.01486206054688,172.30697631835938,171.3563995361328,171.62611389160156,0
2025-02-22 06:00:00+00:00,170.9790496826172,170.9790496826172,172.37547302246094,170.9384002685547,172.02923583984375,0
2025-02-22 07:00:00+00:00,171.79005432128906,171.79005432128906,172.64466857910156,171.005615234375,171.005615234375,0
2025-02-22 08:00:00+00:00,171.64346313476562,171.64346313476562,172.11651611328125,171.64346313476562,171.78041076660156,0
2025-02-22 09:00:00+00:00,173.0728759765625,173.0728759765625,173.11924743652344,171.5113067626953,171.5113067626953,0
2025-02-22 10:00:00+00:00,173.2319793701172,173.2319793701172,173.98431396484375,173.2319793701172,173.37240600585938,0
2025-02-22 11:00:00+00:00,173.67530822753906,173.67530822753906,173.7458038330078,173.0772247314453,173.1870574951172,0
2025-02-22 12:00:00+00:00,173.85391235351562,173.85391235351562,173.86978149414062,172.91668701171875,173.6731719970703,0
2025-02-22 13:00:00+00:00,172.934814453125,172.934814453125,174.46231079101562,172.934814453125,173.9576416015625,0
2025-02-22 14:00:00+00:00,173.4055938720703,173.4055938720703,173.70318603515625,172.87461853027344,172.89907836914062,0
2025-02-22 15:00:00+00:00,174.20962524414062,174.20962524414062,174.20962524414062,173.3854522705078,173.4338836669922,0
2025-02-22 16:00:00+00:00,172.96971130371094,172.96971130371094,174.43707275390625,172.96971130371094,174.18634033203125,0
2025-02-22 17:00:00+00:00,173.22352600097656,173.22352600097656,173.4265899658203,172.59420776367188,172.83572387695312,0
2025-02-22 18:00:00+00:00,172.9100799560547,172.9100799560547,173.9678497314453,172.88882446289062,173.25637817382812,0
2025-02-22 19:00:00+00:00,172.623779296875,172.623779296875,173.0490264892578,172.623779296875,172.8634796142578,0
2025-02-22 20:00:00+00:00,172.46969604492188,172.46969604492188,172.645751953125,172.0350799560547,172.645751953125,0
2025-02-22 21:00:00+00:00,172.9894256591797,172.9894256591797,173.04000854492188,172.4261932373047,172.4261932373047,0
2025-02-22 22:00:00+00:00,172.82925415039062,172.82925415039062,173.50601196289062,172.82925415039062,172.994384765625,0
2025-02-22 23:00:00+00:00,172.16221618652344,172.16221618652344,172.81680297851562,172.16221618652344,172.81680297851562,0
2025-02-23 00:00:00+00:00,171.92645263671875,171.92645263671875,172.2433319091797,171.49351501464844,172.1427764892578,0
2025-02-23 01:00:00+00:00,171.1779327392578,171.1779327392578,172.03660583496094,170.9482879638672,171.89892578125,0
2025-02-23 02:00:00+00:00,170.4825439453125,170.4825439453125,171.25637817382812,170.4825439453125,171.1851806640625,0
2025-02-23 03:00:00+00:00,170.58932495117188,170.58932495117188,170.78858947753906,170.36346435546875,170.43800354003906,0
2025-02-23 04:00:00+00:00,170.9902801513672,170.9902801513672,170.9902801513672,170.13900756835938,170.6160125732422,0
2025-02-23 05:00:00+00:00,170.84808349609375,170.84808349609375,171.1480712890625,170.6328887939453,170.94825744628906,0
2025-02-23 06:00:00+00:00,171.38470458984375,171.38470458984375,171.38470458984375,170.60540771484375,170.77371215820312,0
2025-02-23 07:00:00+00:00,172.90884399414062,172.90884399414062,173.0355224609375,171.45697021484375,171.473388671875,0
2025-02-23 08:00:00+00:00,172.20120239257812,172.20120239257812,172.91632080078125,171.95608520507812,172.91143798828125,0
2025-02-23 09:00:00+00:00,171.43511962890625,171.43511962890625,172.25808715820312,171.0540008544922,172.179443359375,0
2025-02-23 10:00:00+00:00,171.03114318847656,171.03114318847656,171.46914672851562,170.90414428710938,171.41148376464844,0
